customer_unique_id,shap_historical_recency_days,shap_historical_order_count,shap_historical_revenue,shap_historical_item_count,shap_historical_unique_products,shap_historical_average_order_value,shap_historical_average_items_per_order,shap_historical_orders_per_active_day,predicted_future_revenue,future_revenue
00737247e3dc1942da2c527ef3bd2709,0.0017084898,-0.0019072255,-0.0027116716,-0.0032411288,0.00050918746,0.015762333,-0.0007229607,0.0015706817,0.039139237,0.0
0074a1d3f1995ff0538dc7197500973c,0.020572582,0.0021728983,0.0024142298,0.00030037112,-0.0022815182,-0.021059966,0.0005414838,-0.0035050237,0.026936507,0.0
00762eafc5dac5fc1574f91e9b7c9b67,-0.0011346956,-0.000109708024,-0.019371225,-0.002249356,0.00015263984,0.01285983,-0.0008602841,-0.0008077771,0.01603163,0.0
00765d375af0e700f61c57db00a8ee63,-0.017035086,-0.001963379,0.027062986,0.00052723545,-7.271039e-05,-0.011172081,-0.00032471243,0.0016584129,0.026449418,0.0
0076a71311bb2386a353f5ba87d2aa29,-0.01126864,-0.0021802082,3.8425744e-05,-0.003392312,0.0001339691,0.0019758781,-0.0007191887,0.0029967374,0.015122897,0.0
00776f3807b128beca64cd0b27138d92,-0.010380296,-0.00026601757,0.0065150186,0.0004975571,-0.0001789065,-0.012022355,-0.00018315537,0.00017419724,0.011648391,0.0
0077dc76aaf02323f03bce9b00878253,0.0059448355,0.0023058527,-0.015051409,0.0040899813,-0.00015535533,-0.015410796,0.00039448208,-0.002382206,0.0071861213,0.0
0078108af1d2dc4b1601c744ca581b4f,0.060415346,-0.000340513,-0.0033965656,-0.0053410274,0.0006761207,0.004756095,-0.002066592,0.0023923584,0.08819487,0.0
0078bb0f0d23e922d08437b7d0e13907,-0.0123385815,-0.0005555446,0.010376218,-0.002873536,-0.0013118099,-0.0067004934,-0.0005465364,0.00045619014,0.014028416,0.0
007953b3182d5ccc9189a694f5c68163,-0.0229344,-0.0027209672,-0.0042615994,-0.0022759475,0.00035737504,0.012663771,-0.0032622041,0.0020047328,0.0070203375,0.0
